"Trial.key","Frame.number","Evidence.for.stim.1","Evidence.for.stim.2"
6430,0,207,193
6431,0,196,204
6432,0,201,199
6433,0,207,193
6434,0,193,207
6435,0,204,196
6436,0,196,204
6437,0,207,193
6438,0,204,196
6439,0,207,193
6440,0,204,196
6441,0,201,199
6442,0,201,199
6443,0,204,196
6444,0,201,199
6445,0,199,201
6446,0,199,201
6447,0,204,196
6448,0,193,207
6449,0,193,207
6450,0,204,196
6451,0,201,199
6452,0,204,196
6453,0,204,196
6454,0,199,201
6455,0,199,201
6456,0,204,196
6457,0,193,207
6458,0,210,190
6459,0,213,187
6460,0,213,187
6461,0,210,190
6462,0,204,196
6463,0,196,204
6464,0,201,199
6465,0,196,204
6466,0,201,199
6467,0,199,201
6468,0,199,201
6469,0,201,199
6470,0,204,196
6471,0,204,196
6472,0,204,196
6473,0,199,201
6474,0,199,201
6475,0,201,199
6476,0,199,201
6477,0,196,204
6478,0,196,204
6479,0,199,201
6480,0,201,199
6481,0,204,196
6482,0,207,193
6483,0,207,193
6484,0,201,199
6485,0,190,210
6486,0,190,210
6487,0,193,207
6488,0,199,201
6489,0,199,201
6490,0,201,199
6491,0,196,204
6492,0,204,196
6493,0,207,193
6494,0,210,190
6495,0,190,210
6496,0,193,207
6497,0,204,196
6498,0,201,199
6499,0,207,193
6500,0,199,201
6501,0,201,199
6502,0,196,204
6503,0,199,201
6504,0,196,204
6505,0,227,173
6506,0,224,176
6507,0,221,179
6508,0,182,218
6509,0,185,215
6510,0,212,188
6511,0,215,185
6512,0,215,185
6513,0,218,182
6514,0,221,179
6515,0,224,176
6516,0,176,224
6517,0,179,221
6518,0,182,218
6519,0,221,179
6520,0,224,176
6521,0,224,176
6522,0,179,221
6523,0,218,182
6524,0,215,185
6525,0,212,188
6526,0,209,191
6527,0,194,206
6528,0,191,209
6529,0,212,188
6530,0,188,212
6531,0,191,209
6532,0,212,188
6533,0,212,188
6534,0,185,215
6535,0,215,185
6536,0,182,218
6537,0,218,182
6538,0,215,185
6539,0,182,218
6540,0,182,218
6541,0,185,215
6542,0,188,212
6543,0,185,215
6544,0,185,215
6545,0,212,188
6546,0,191,209
6547,0,194,206
6548,0,191,209
6549,0,209,191
6550,0,212,188
6551,0,188,212
6552,0,191,209
6553,0,206,194
6554,0,191,209
6555,0,209,191
6556,0,188,212
6557,0,188,212
6558,0,209,191
6559,0,212,188
6560,0,212,188
6561,0,215,185
6562,0,185,215
6563,0,212,188
6564,0,185,215
6565,0,185,215
6566,0,212,188
6567,0,185,215
6568,0,185,215
6569,0,212,188
6570,0,209,191
6571,0,206,194
6572,0,209,191
6573,0,191,209
6574,0,206,194
6575,0,203,197
6576,0,194,206
6577,0,206,194
6578,0,209,191
6579,0,191,209
6580,0,212,188
6581,0,212,188
6582,0,209,191
6583,0,206,194
6584,0,209,191
6585,0,212,188
6586,0,188,212
6587,0,209,191
6588,0,188,212
6589,0,212,188
6590,0,209,191
6591,0,188,212
6592,0,212,188
6593,0,191,209
6594,0,194,206
6595,0,197,203
6596,0,201,199
6597,0,204,196
6598,0,193,207
6599,0,193,207
6600,0,204,196
6601,0,207,193
6602,0,207,193
6603,0,190,210
6604,0,190,210
6605,0,207,193
6606,0,204,196
6607,0,193,207
6608,0,193,207
6609,0,196,204
6610,0,207,193
6611,0,210,190
6612,0,190,210
6613,0,193,207
6614,0,196,204
6615,0,199,201
6616,0,196,204
6617,0,204,196
6618,0,193,207
6619,0,207,193
6620,0,204,196
6621,0,193,207
6622,0,207,193
6623,0,210,190
6624,0,187,213
6625,0,213,187
6626,0,184,216
6627,0,184,216
6628,0,187,213
6629,0,190,210
6630,0,207,193
6631,0,204,196
6632,0,193,207
6633,0,207,193
6634,0,204,196
6635,0,207,193
6636,0,207,193
6637,0,190,210
6638,0,210,190
6639,0,207,193
6640,0,190,210
6641,0,190,210
6642,0,213,187
6643,0,184,216
6644,0,184,216
6645,0,181,219
6646,0,222,178
6647,0,222,178
6648,0,181,219
6649,0,184,216
6650,0,187,213
6651,0,190,210
6652,0,187,213
6653,0,187,213
6654,0,216,184
6655,0,184,216
6656,0,219,181
6657,0,219,181
6658,0,216,184
6659,0,187,213
6660,0,210,190
6661,0,207,193
6662,0,210,190
6663,0,190,210
6664,0,193,207
6665,0,204,196
6666,0,199,201
6667,0,196,204
6668,0,193,207
6669,0,193,207
6670,0,204,196
6671,0,199,201
6672,0,199,201
6673,0,196,204
6674,0,196,204
6675,0,193,207
6676,0,193,207
6677,0,204,196
6678,0,201,199
6679,0,196,204
6680,0,196,204
6681,0,207,193
6682,0,207,193
6683,0,196,204
6684,0,207,193
6685,0,193,207
6686,0,190,210
6687,0,187,213
6688,0,216,184
6689,0,216,184
6690,0,181,219
6691,0,219,181
6692,0,184,216
6693,0,213,187
6694,0,190,210
6695,0,207,193
6696,0,196,204
6697,0,193,207
6698,0,207,193
6699,0,204,196
6700,0,207,193
6701,0,207,193
6702,0,210,190
6703,0,187,213
6704,0,216,184
6705,0,181,219
6706,0,219,181
6707,0,184,216
6708,0,213,187
6709,0,210,190
6710,0,213,187
6711,0,187,213
6712,0,190,210
6713,0,193,207
6714,0,204,196
6715,0,193,207
6716,0,207,193
6717,0,190,210
6718,0,210,190
6719,0,207,193
6720,0,210,190
6721,0,187,213
6722,0,213,187
6723,0,184,216
6724,0,184,216
6725,0,213,187
6726,0,216,184
6727,0,219,181
6728,0,181,219
6729,0,184,216
6730,0,213,187
6731,0,216,184
6732,0,184,216
6733,0,213,187
6734,0,190,210
6735,0,193,207
6736,0,190,210
6737,0,190,210
6738,0,193,207
6739,0,204,196
6740,0,193,207
6741,0,207,193
6742,0,210,190
6743,0,213,187
6744,0,213,187
6745,0,182,218
6746,0,215,185
6747,0,182,218
6748,0,182,218
6749,0,185,215
6750,0,188,212
6751,0,191,209
6752,0,212,188
6753,0,215,185
6754,0,215,185
6755,0,182,218
6756,0,218,182
6757,0,215,185
6758,0,188,212
6759,0,209,191
6760,0,197,203
6761,0,194,206
6762,0,206,194
6763,0,203,197
6764,0,194,206
6765,0,206,194
6766,0,209,191
6767,0,188,212
6768,0,215,185
6769,0,215,185
6770,0,188,212
6771,0,209,191
6772,0,206,194
6773,0,203,197
6774,0,194,206
6775,0,206,194
6776,0,203,197
6777,0,194,206
6778,0,206,194
6779,0,203,197
6780,0,194,206
6781,0,194,206
6782,0,197,203
6783,0,194,206
6784,0,194,206
6785,0,191,209
6786,0,209,191
6787,0,194,206
6788,0,203,197
6789,0,199,201
6790,0,201,199
6791,0,204,196
6792,0,204,196
6793,0,201,199
6794,0,196,204
6795,0,207,193
6796,0,210,190
6797,0,210,190
6798,0,213,187
6799,0,187,213
6800,0,184,216
6801,0,216,184
6802,0,181,219
6803,0,219,181
6804,0,216,184
6805,0,213,187
6806,0,210,190
6807,0,193,207
6808,0,204,196
6809,0,201,199
6810,0,204,196
6811,0,196,204
6812,0,201,199
6813,0,199,201
6814,0,204,196
6815,0,196,204
6816,0,207,193
6817,0,190,210
6818,0,190,210
6819,0,193,207
6820,0,190,210
6821,0,210,190
6822,0,213,187
6823,0,213,187
6824,0,184,216
6825,0,184,216
6826,0,213,187
6827,0,210,190
6828,0,193,207
6829,0,210,190
6830,0,187,213
6831,0,187,213
6832,0,190,210
6833,0,207,193
6834,0,204,196
6835,0,201,199
6836,0,199,201
6837,0,201,199
6838,0,204,196
6839,0,204,196
6840,0,201,199
6841,0,204,196
6842,0,196,204
6843,0,207,193
6844,0,210,190
6845,0,190,210
6846,0,207,193
6847,0,210,190
6848,0,190,210
6849,0,193,207
6850,0,196,204
6851,0,199,201
6852,0,196,204
6853,0,204,196
6854,0,193,207
6855,0,190,210
6856,0,210,190
6857,0,193,207
6858,0,204,196
6859,0,193,207
6860,0,210,190
6861,0,190,210
6862,0,193,207
6863,0,204,196
6864,0,199,201
6865,0,196,204
6866,0,204,196
6867,0,207,193
6868,0,190,210
6869,0,187,213
6870,0,213,187
6871,0,184,216
6872,0,184,216
6873,0,187,213
6874,0,210,190
6875,0,187,213
6876,0,213,187
6877,0,190,210
6878,0,207,193
6879,0,190,210
6880,0,213,187
6881,0,213,187
6882,0,190,210
6883,0,207,193
6884,0,196,204
6885,0,207,193
6886,0,207,193
6887,0,204,196
6888,0,199,201
6889,0,196,204
6890,0,204,196
6891,0,201,199
6892,0,201,199
6893,0,201,199
6894,0,196,204
6895,0,196,204
6896,0,199,201
6897,0,199,201
6898,0,199,201
6899,0,201,199
6900,0,199,201
6901,0,196,204
6902,0,196,204
6903,0,193,207
6904,0,207,193
6905,0,196,204
6906,0,193,207
6907,0,193,207
6908,0,210,190
6909,0,190,210
6910,0,193,207
6911,0,210,190
6912,0,210,190
6913,0,207,193
6914,0,204,196
6915,0,199,201
6916,0,196,204
6917,0,196,204
6918,0,199,201
6919,0,199,201
6920,0,196,204
6921,0,204,196
6922,0,207,193
6923,0,210,190
6924,0,210,190
6925,0,193,207
6926,0,196,204
6927,0,201,199
6928,0,201,199
6929,0,199,201
6930,0,201,199
6931,0,196,204
6932,0,204,196
6933,0,207,193
6934,0,207,193
6935,0,196,204
6936,0,199,201
6937,0,204,196
6938,0,193,207
6939,0,210,190
6940,0,210,190
6941,0,193,207
6942,0,204,196
6943,0,199,201
6944,0,201,199
6945,0,196,204
6946,0,204,196
6947,0,199,201
6948,0,199,201
6949,0,204,196
6950,0,204,196
6951,0,207,193
6952,0,210,190
6953,0,210,190
6954,0,187,213
6955,0,184,216
6956,0,184,216
6957,0,187,213
6958,0,210,190
6959,0,207,193
6960,0,210,190
6961,0,190,210
6962,0,207,193
6963,0,190,210
6964,0,187,213
6965,0,213,187
6966,0,216,184
6967,0,184,216
6968,0,213,187
6969,0,210,190
6970,0,213,187
6971,0,187,213
6972,0,210,190
6973,0,187,213
6974,0,216,184
6975,0,184,216
6976,0,213,187
6977,0,190,210
6978,0,187,213
6979,0,213,187
6980,0,190,210
6981,0,193,207
6982,0,210,190
6983,0,210,190
6984,0,182,218
6985,0,185,215
6986,0,212,188
6987,0,191,209
6988,0,212,188
6989,0,212,188
6990,0,191,209
6991,0,188,212
6992,0,185,215
6993,0,215,185
6994,0,212,188
6995,0,215,185
6996,0,185,215
6997,0,182,218
6998,0,179,221
6999,0,176,224
7000,0,224,176
7001,0,179,221
7002,0,176,224
7003,0,176,224
7004,0,221,179
7005,0,218,182
7006,0,215,185
7007,0,212,188
7008,0,209,191
7009,0,206,194
7010,0,197,203
7011,0,199,201
7012,0,204,196
7013,0,207,193
7014,0,193,207
7015,0,210,190
7016,0,213,187
7017,0,213,187
7018,0,184,216
7019,0,216,184
7020,0,181,219
7021,0,219,181
7022,0,216,184
7023,0,219,181
7024,0,181,219
7025,0,184,216
7026,0,181,219
7027,0,219,181
7028,0,222,178
7029,0,175,225
7030,0,225,175
7031,0,222,178
7032,0,175,225
7033,0,175,225
7034,0,178,222
7035,0,225,175
7036,0,175,225
7037,0,178,222
7038,0,219,181
7039,0,178,222
7040,0,178,222
7041,0,219,181
7042,0,184,216
7043,0,181,219
7044,0,219,181
7045,0,216,184
7046,0,219,181
7047,0,219,181
7048,0,222,178
7049,0,222,178
7050,0,219,181
7051,0,216,184
7052,0,181,219
7053,0,219,181
7054,0,216,184
7055,0,187,213
7056,0,190,210
7057,0,213,187
7058,0,184,216
7059,0,184,216
7060,0,219,181
7061,0,219,181
7062,0,184,216
7063,0,213,187
7064,0,210,190
7065,0,193,207
7066,0,190,210
7067,0,210,190
7068,0,207,193
7069,0,210,190
7070,0,213,187
7071,0,187,213
7072,0,184,216
7073,0,184,216
7074,0,213,187
7075,0,190,210
7076,0,213,187
7077,0,187,213
7078,0,190,210
7079,0,187,213
7080,0,213,187
7081,0,190,210
7082,0,187,213
7083,0,216,184
7084,0,181,219
7085,0,219,181
7086,0,216,184
7087,0,213,187
7088,0,210,190
7089,0,207,193
7090,0,196,204
7091,0,207,193
7092,0,193,207
7093,0,210,190
7094,0,190,210
7095,0,193,207
7096,0,210,190
7097,0,190,210
7098,0,207,193
7099,0,204,196
7100,0,207,193
7101,0,207,193
7102,0,204,196
7103,0,201,199
7104,0,201,199
7105,0,199,201
7106,0,196,204
7107,0,196,204
7108,0,207,193
7109,0,190,210
7110,0,190,210
7111,0,193,207
7112,0,204,196
7113,0,201,199
7114,0,196,204
7115,0,196,204
7116,0,201,199
7117,0,199,201
7118,0,201,199
7119,0,204,196
7120,0,207,193
7121,0,207,193
7122,0,210,190
7123,0,190,210
7124,0,213,187
7125,0,187,213
7126,0,190,210
7127,0,213,187
7128,0,213,187
7129,0,190,210
7130,0,207,193
7131,0,204,196
7132,0,193,207
7133,0,207,193
7134,0,204,196
7135,0,193,207
7136,0,193,207
7137,0,190,210
7138,0,213,187
7139,0,187,213
7140,0,190,210
7141,0,187,213
7142,0,213,187
7143,0,216,184
7144,0,216,184
7145,0,181,219
7146,0,181,219
7147,0,216,184
7148,0,213,187
7149,0,190,210
7150,0,193,207
7151,0,190,210
7152,0,213,187
7153,0,213,187
7154,0,210,190
7155,0,213,187
7156,0,213,187
7157,0,190,210
7158,0,207,193
7159,0,204,196
7160,0,193,207
7161,0,210,190
7162,0,190,210
7163,0,193,207
7164,0,204,196
7165,0,193,207
7166,0,190,210
7167,0,187,213
7168,0,216,184
7169,0,216,184
7170,0,213,187
7171,0,216,184
7172,0,184,216
7173,0,187,213
7174,0,190,210
7175,0,193,207
7176,0,204,196
7177,0,207,193
7178,0,193,207
7179,0,204,196
7180,0,199,201
7181,0,196,204
7182,0,204,196
7183,0,193,207
7184,0,190,210
7185,0,213,187
7186,0,187,213
7187,0,190,210
7188,0,187,213
7189,0,187,213
7190,0,210,190
7191,0,193,207
7192,0,196,204
7193,0,207,193
7194,0,210,190
7195,0,187,213
7196,0,213,187
7197,0,190,210
7198,0,193,207
7199,0,204,196
7200,0,201,199
7201,0,201,199
7202,0,204,196
7203,0,204,196
7204,0,193,207
7205,0,210,190
7206,0,187,213
7207,0,213,187
7208,0,210,190
7209,0,193,207
7210,0,196,204
7211,0,199,201
7212,0,199,201
7213,0,196,204
7214,0,196,204
7215,0,193,207
7216,0,190,210
7217,0,190,210
7218,0,193,207
7219,0,190,210
7220,0,213,187
7221,0,187,213
7222,0,210,190
7223,0,187,213
7224,0,227,173
7225,0,176,224
7226,0,221,179
7227,0,182,218
7228,0,185,215
7229,0,212,188
7230,0,209,191
7231,0,206,194
7232,0,191,209
7233,0,212,188
7234,0,215,185
7235,0,215,185
7236,0,182,218
7237,0,221,179
7238,0,224,176
7239,0,176,224
7240,0,179,221
7241,0,224,176
7242,0,227,173
7243,0,173,227
7244,0,224,176
7245,0,173,227
7246,0,227,173
7247,0,176,224
7248,0,179,221
7249,0,182,218
7250,0,215,185
7251,0,218,182
7252,0,179,221
7253,0,221,179
7254,0,182,218
7255,0,215,185
7256,0,188,212
7257,0,191,209
7258,0,188,212
7259,0,188,212
7260,0,209,191
7261,0,212,188
7262,0,185,215
7263,0,182,218
7264,0,218,182
7265,0,215,185
7266,0,212,188
7267,0,191,209
7268,0,212,188
7269,0,212,188
7270,0,215,185
7271,0,185,215
7272,0,218,182
7273,0,218,182
7274,0,185,215
7275,0,188,212
7276,0,215,185
7277,0,215,185
7278,0,182,218
7279,0,221,179
7280,0,179,221
7281,0,176,224
7282,0,224,176
7283,0,221,179
7284,0,182,218
7285,0,179,221
7286,0,221,179
7287,0,218,182
7288,0,215,185
7289,0,212,188
7290,0,191,209
7291,0,188,212
7292,0,188,212
7293,0,215,185
7294,0,182,218
7295,0,218,182
7296,0,179,221
7297,0,179,221
7298,0,218,182
7299,0,185,215
7300,0,212,188
7301,0,209,191
7302,0,194,206
7303,0,203,197
7304,0,206,194
7305,0,206,194
7306,0,209,191
7307,0,212,188
7308,0,212,188
7309,0,191,209
7310,0,194,206
7311,0,197,203
7312,0,194,206
7313,0,206,194
7314,0,203,197
7315,0,199,201
7316,0,201,199
7317,0,201,199
7318,0,196,204
7319,0,207,193
7320,0,190,210
7321,0,210,190
7322,0,207,193
7323,0,210,190
7324,0,213,187
7325,0,184,216
7326,0,219,181
7327,0,181,219
7328,0,184,216
7329,0,187,213
7330,0,210,190
7331,0,193,207
7332,0,196,204
7333,0,207,193
7334,0,210,190
7335,0,190,210
7336,0,207,193
7337,0,196,204
7338,0,201,199
7339,0,199,201
7340,0,199,201
7341,0,199,201
7342,0,204,196
7343,0,204,196
7344,0,207,193
7345,0,207,193
7346,0,210,190
7347,0,213,187
7348,0,187,213
7349,0,190,210
7350,0,187,213
7351,0,187,213
7352,0,184,216
7353,0,216,184
7354,0,213,187
7355,0,216,184
7356,0,184,216
7357,0,187,213
7358,0,184,216
7359,0,184,216
7360,0,219,181
7361,0,181,219
7362,0,222,178
7363,0,178,222
7364,0,219,181
7365,0,216,184
7366,0,181,219
7367,0,219,181
7368,0,216,184
7369,0,187,213
7370,0,190,210
7371,0,193,207
7372,0,196,204
7373,0,201,199
7374,0,201,199
7375,0,199,201
7376,0,199,201
7377,0,201,199
7378,0,199,201
7379,0,204,196
7380,0,196,204
7381,0,193,207
7382,0,210,190
7383,0,190,210
7384,0,193,207
7385,0,204,196
7386,0,199,201
7387,0,199,201
7388,0,204,196
7389,0,207,193
7390,0,207,193
7391,0,196,204
7392,0,207,193
7393,0,210,190
7394,0,187,213
7395,0,213,187
7396,0,190,210
7397,0,207,193
7398,0,210,190
7399,0,210,190
7400,0,213,187
7401,0,213,187
7402,0,210,190
7403,0,213,187
7404,0,187,213
7405,0,210,190
7406,0,193,207
7407,0,190,210
7408,0,190,210
7409,0,193,207
7410,0,196,204
7411,0,199,201
7412,0,204,196
7413,0,193,207
7414,0,207,193
7415,0,190,210
7416,0,190,210
7417,0,207,193
7418,0,210,190
7419,0,190,210
7420,0,193,207
7421,0,204,196
7422,0,199,201
7423,0,204,196
7424,0,204,196
7425,0,207,193
7426,0,190,210
7427,0,210,190
7428,0,193,207
7429,0,204,196
7430,0,193,207
7431,0,193,207
7432,0,196,204
7433,0,201,199
7434,0,204,196
7435,0,193,207
7436,0,207,193
7437,0,190,210
7438,0,190,210
7439,0,213,187
7440,0,216,184
7441,0,181,219
7442,0,181,219
7443,0,216,184
7444,0,187,213
7445,0,210,190
7446,0,193,207
7447,0,204,196
7448,0,193,207
7449,0,210,190
7450,0,190,210
7451,0,193,207
7452,0,196,204
7453,0,201,199
7454,0,196,204
7455,0,204,196
7456,0,193,207
7457,0,207,193
7458,0,210,190
7459,0,213,187
7460,0,184,216
7461,0,184,216
7462,0,187,213
7463,0,210,190
7464,0,167,233
7465,0,164,236
7466,0,164,236
7467,0,167,233
7468,0,170,230
7469,0,173,227
7470,0,224,176
7471,0,182,218
7472,0,215,185
7473,0,188,212
7474,0,209,191
7475,0,206,194
7476,0,203,197
7477,0,199,201
7478,0,201,199
7479,0,196,204
7480,0,196,204
7481,0,199,201
7482,0,199,201
7483,0,201,199
7484,0,199,201
7485,0,199,201
7486,0,201,199
7487,0,199,201
7488,0,199,201
7489,0,199,201
7490,0,196,204
7491,0,193,207
7492,0,190,210
7493,0,213,187
7494,0,210,190
7495,0,207,193
7496,0,204,196
7497,0,204,196
7498,0,193,207
7499,0,210,190
7500,0,190,210
7501,0,193,207
7502,0,196,204
7503,0,193,207
7504,0,193,207
7505,0,196,204
7506,0,207,193
7507,0,193,207
7508,0,204,196
7509,0,193,207
7510,0,193,207
7511,0,196,204
7512,0,199,201
7513,0,196,204
7514,0,201,199
7515,0,201,199
7516,0,201,199
7517,0,201,199
7518,0,204,196
7519,0,196,204
7520,0,201,199
7521,0,201,199
7522,0,199,201
7523,0,204,196
7524,0,196,204
7525,0,201,199
7526,0,196,204
7527,0,207,193
7528,0,193,207
7529,0,190,210
7530,0,210,190
7531,0,193,207
7532,0,204,196
7533,0,207,193
7534,0,193,207
7535,0,196,204
7536,0,201,199
7537,0,201,199
7538,0,201,199
7539,0,204,196
7540,0,193,207
7541,0,204,196
7542,0,199,201
7543,0,196,204
7544,0,193,207
7545,0,193,207
7546,0,204,196
7547,0,199,201
7548,0,201,199
7549,0,204,196
7550,0,193,207
7551,0,193,207
7552,0,210,190
7553,0,213,187
7554,0,187,213
7555,0,210,190
7556,0,193,207
7557,0,196,204
7558,0,207,193
7559,0,190,210
7560,0,210,190
7561,0,187,213
7562,0,190,210
7563,0,193,207
7564,0,204,196
7565,0,199,201
7566,0,199,201
7567,0,204,196
7568,0,204,196
7569,0,207,193
7570,0,193,207
7571,0,196,204
7572,0,199,201
7573,0,196,204
7574,0,196,204
7575,0,207,193
7576,0,207,193
7577,0,196,204
7578,0,199,201
7579,0,201,199
7580,0,204,196
7581,0,207,193
7582,0,193,207
7583,0,204,196
7584,0,207,193
7585,0,207,193
7586,0,196,204
7587,0,201,199
7588,0,199,201
7589,0,201,199
7590,0,201,199
7591,0,204,196
7592,0,204,196
7593,0,199,201
7594,0,196,204
7595,0,196,204
7596,0,207,193
7597,0,193,207
7598,0,204,196
7599,0,207,193
7600,0,190,210
7601,0,187,213
7602,0,213,187
7603,0,190,210
7604,0,207,193
7605,0,204,196
7606,0,207,193
7607,0,210,190
7608,0,190,210
7609,0,193,207
7610,0,210,190
7611,0,190,210
7612,0,193,207
7613,0,196,204
7614,0,196,204
7615,0,201,199
7616,0,201,199
7617,0,201,199
7618,0,204,196
7619,0,196,204
7620,0,207,193
7621,0,207,193
7622,0,190,210
7623,0,213,187
7624,0,213,187
7625,0,210,190
7626,0,207,193
7627,0,204,196
7628,0,201,199
7629,0,199,201
7630,0,201,199
7631,0,201,199
7632,0,199,201
7633,0,199,201
7634,0,199,201
7635,0,204,196
7636,0,204,196
7637,0,199,201
7638,0,196,204
7639,0,207,193
7640,0,193,207
7641,0,196,204
7642,0,207,193
7643,0,210,190
7644,0,210,190
7645,0,193,207
7646,0,196,204
7647,0,207,193
7648,0,207,193
7649,0,210,190
7650,0,210,190
7651,0,193,207
7652,0,196,204
7653,0,193,207
7654,0,193,207
7655,0,210,190
7656,0,213,187
7657,0,210,190
7658,0,213,187
7659,0,187,213
7660,0,210,190
7661,0,207,193
7662,0,190,210
7663,0,210,190
7664,0,193,207
7665,0,196,204
7666,0,199,201
7667,0,204,196
7668,0,196,204
7669,0,199,201
7670,0,201,199
7671,0,201,199
7672,0,199,201
7673,0,196,204
7674,0,199,201
7675,0,196,204
7676,0,193,207
7677,0,193,207
7678,0,193,207
7679,0,193,207
7680,0,204,196
7681,0,199,201
7682,0,218,182
7683,0,179,221
7684,0,227,173
7685,0,230,170
7686,0,230,170
7687,0,233,167
7688,0,236,164
7689,0,227,173
7690,0,230,170
7691,0,173,227
7692,0,182,218
7693,0,215,185
7694,0,212,188
7695,0,209,191
7696,0,194,206
7697,0,209,191
7698,0,191,209
7699,0,197,203
7700,0,194,206
7701,0,191,209
7702,0,212,188
7703,0,212,188
7704,0,218,182
7705,0,218,182
7706,0,185,215
7707,0,218,182
7708,0,185,215
7709,0,218,182
7710,0,182,218
7711,0,212,188
7712,0,185,215
7713,0,185,215
7714,0,182,218
7715,0,182,218
7716,0,185,215
7717,0,182,218
7718,0,179,221
7719,0,179,221
7720,0,185,215
7721,0,212,188
7722,0,185,215
7723,0,188,212
7724,0,191,209
7725,0,188,212
7726,0,215,185
7727,0,215,185
7728,0,218,182
7729,0,179,221
7730,0,182,218
7731,0,179,221
7732,0,221,179
7733,0,188,212
7734,0,191,209
7735,0,194,206
7736,0,209,191
7737,0,212,188
7738,0,185,215
7739,0,215,185
7740,0,212,188
7741,0,185,215
7742,0,212,188
7743,0,215,185
7744,0,215,185
7745,0,218,182
7746,0,221,179
7747,0,176,224
7748,0,224,176
7749,0,221,179
7750,0,218,182
7751,0,215,185
7752,0,212,188
7753,0,209,191
7754,0,206,194
7755,0,197,203
7756,0,206,194
7757,0,194,206
7758,0,197,203
7759,0,201,199
7760,0,196,204
7761,0,207,193
7762,0,193,207
7763,0,204,196
7764,0,193,207
7765,0,190,210
7766,0,210,190
7767,0,187,213
7768,0,187,213
7769,0,190,210
7770,0,207,193
7771,0,196,204
7772,0,193,207
7773,0,210,190
7774,0,190,210
7775,0,193,207
7776,0,210,190
7777,0,187,213
7778,0,187,213
7779,0,210,190
7780,0,187,213
7781,0,190,210
7782,0,213,187
7783,0,187,213
7784,0,190,210
7785,0,187,213
7786,0,216,184
7787,0,184,216
7788,0,181,219
7789,0,219,181
7790,0,216,184
7791,0,187,213
7792,0,190,210
7793,0,207,193
7794,0,204,196
7795,0,201,199
7796,0,201,199
7797,0,199,201
7798,0,199,201
7799,0,204,196
7800,0,207,193
7801,0,207,193
7802,0,196,204
7803,0,201,199
7804,0,199,201
7805,0,204,196
7806,0,204,196
7807,0,193,207
7808,0,193,207
7809,0,204,196
7810,0,199,201
7811,0,204,196
7812,0,207,193
7813,0,193,207
7814,0,210,190
7815,0,210,190
7816,0,213,187
7817,0,213,187
7818,0,207,193
7819,0,204,196
7820,0,207,193
7821,0,193,207
7822,0,210,190
7823,0,213,187
7824,0,213,187
7825,0,184,216
7826,0,184,216
7827,0,213,187
7828,0,210,190
7829,0,207,193
7830,0,196,204
7831,0,201,199
7832,0,196,204
7833,0,204,196
7834,0,201,199
7835,0,196,204
7836,0,196,204
7837,0,201,199
7838,0,196,204
7839,0,196,204
7840,0,201,199
7841,0,199,201
7842,0,199,201
7843,0,196,204
7844,0,196,204
7845,0,201,199
7846,0,196,204
7847,0,204,196
7848,0,199,201
7849,0,201,199
7850,0,196,204
7851,0,204,196
7852,0,193,207
7853,0,190,210
7854,0,210,190
7855,0,207,193
7856,0,204,196
7857,0,201,199
7858,0,196,204
7859,0,196,204
7860,0,199,201
7861,0,204,196
7862,0,196,204
7863,0,199,201
7864,0,196,204
7865,0,207,193
7866,0,193,207
7867,0,196,204
7868,0,207,193
7869,0,210,190
7870,0,190,210
7871,0,193,207
7872,0,190,210
7873,0,190,210
7874,0,213,187
7875,0,187,213
7876,0,210,190
7877,0,213,187
7878,0,187,213
7879,0,190,210
7880,0,193,207
7881,0,196,204
7882,0,207,193
7883,0,207,193
7884,0,210,190
7885,0,190,210
7886,0,207,193
7887,0,210,190
7888,0,190,210
7889,0,193,207
7890,0,196,204
7891,0,201,199
7892,0,201,199
7893,0,204,196
7894,0,196,204
7895,0,201,199
7896,0,199,201
7897,0,204,196
7898,0,204,196
7899,0,233,167
7900,0,170,230
7901,0,173,227
7902,0,176,224
7903,0,179,221
7904,0,218,182
7905,0,185,215
7906,0,188,212
7907,0,191,209
7908,0,212,188
7909,0,185,215
7910,0,185,215
7911,0,188,212
7912,0,185,215
7913,0,215,185
7914,0,218,182
7915,0,179,221
7916,0,179,221
7917,0,218,182
7918,0,179,221
7919,0,176,224
7920,0,224,176
7921,0,227,173
7922,0,227,173
7923,0,176,224
7924,0,221,179
7925,0,218,182
7926,0,185,215
7927,0,212,188
7928,0,191,209
7929,0,188,212
7930,0,188,212
7931,0,209,191
7932,0,206,194
7933,0,209,191
7934,0,191,209
7935,0,194,206
7936,0,203,197
7937,0,194,206
7938,0,206,194
7939,0,191,209
7940,0,188,212
7941,0,212,188
7942,0,215,185
7943,0,215,185
7944,0,182,218
7945,0,179,221
7946,0,221,179
7947,0,182,218
7948,0,185,215
7949,0,212,188
7950,0,209,191
7951,0,194,206
7952,0,209,191
7953,0,191,209
7954,0,194,206
7955,0,197,203
7956,0,199,201
7957,0,201,199
7958,0,204,196
7959,0,196,204
7960,0,201,199
7961,0,196,204
7962,0,207,193
7963,0,193,207
7964,0,210,190
7965,0,213,187
7966,0,213,187
7967,0,210,190
7968,0,187,213
7969,0,213,187
7970,0,210,190
7971,0,207,193
7972,0,204,196
7973,0,207,193
7974,0,193,207
7975,0,204,196
7976,0,201,199
7977,0,199,201
7978,0,199,201
7979,0,204,196
7980,0,196,204
